property_id,station_id,distance,house_area,rent_price,total_floor,floor,built_date,house_structure
7367,20,720,82,345000,11,11,2018-06-01,RC
7368,74,760,13,45000,3,3,1988-11-01,鉄骨
7369,22,1120,22,86000,2,1,2005-01-01,RC
7370,66,240,13,189000,14,10,2015-02-01,RC
7371,18,880,91,242000,14,8,1998-08-01,RC
7372,65,320,40,112000,4,2,2016-04-01,鉄骨
7373,19,1360,36,122000,3,2,1982-12-01,RC
7374,38,560,13,117000,11,10,2018-03-01,RC
7375,16,560,18,86000,14,11,2008-04-01,RC
7376,69,1240,54,75000,3,2,1981-06-01,鉄骨
7377,37,920,35,109000,13,7,2003-04-01,RC
7378,38,680,30,91000,7,2,2009-02-01,RC
7379,6,1120,23,105000,11,3,1998-01-01,RC
7380,48,600,44,249000,8,5,2018-05-01,RC
7381,99,640,10,73000,4,2,1986-12-01,鉄骨
7382,13,760,46,133000,6,2,1992-05-01,RC
7383,12,1040,37,103000,10,8,1998-11-01,RC
7384,96,1880,23,98000,7,6,2007-02-01,RC
7385,18,1160,24,117000,9,5,2018-04-01,RC
7386,19,280,21,125000,3,3,1989-06-01,RC
7387,95,760,30,83000,9,3,2009-11-01,RC
7388,59,720,10,53500,5,2,1979-10-01,鉄骨
7389,10,560,22,70000,2,1,1990-03-01,鉄骨
7390,9,400,34,144000,12,2,2007-09-01,RC
7391,16,1040,19,79000,9,7,2004-11-01,鉄骨
7392,50,360,34,161000,11,5,2015-11-01,RC
7393,44,240,22,68000,10,5,1990-03-01,RC
7394,17,640,20,107500,15,3,2015-05-01,RC
7395,35,640,25,91800,8,2,2009-08-01,RC
7396,91,600,48,207000,4,2,2021-02-01,鉄骨
7397,2,520,36,133000,12,7,2007-12-01,RC
7398,85,240,25,138500,6,3,2006-02-01,RC
7399,74,400,36,120000,8,4,2007-02-01,RC
7400,54,400,18,101000,12,4,2013-04-01,RC
7401,96,800,20,88000,3,2,2004-09-01,RC
7402,96,280,24,102000,5,3,2004-02-01,RC
7403,43,880,35,117600,4,1,2003-07-01,RC
7404,83,760,22,77000,11,10,1993-05-01,RC
7405,85,360,23,93000,14,13,2013-12-01,RC
7406,85,480,24,85000,8,1,2014-03-01,RC
7407,52,640,23,119000,7,4,2013-09-01,RC
7408,96,240,21,90000,7,3,2005-06-01,RC
7409,9,760,28,156000,14,5,2012-03-01,RC
7410,6,520,40,197000,16,8,2006-01-01,RC
7411,48,1320,42,176000,9,7,1986-10-01,RC
7412,96,1080,72,159000,5,4,2002-07-01,鉄骨
7413,10,1560,33,83000,5,2,2014-10-01,鉄骨
7414,40,600,35,82000,7,7,1989-03-01,RC
7415,45,400,12,64000,5,2,1993-02-01,RC
7416,60,360,19,74000,3,1,2000-08-01,鉄骨
7417,85,840,15,61000,3,3,1989-07-01,鉄骨
7418,9,720,21,89000,12,11,2004-03-01,RC
7419,23,360,60,312000,25,12,2008-12-01,RC
7420,74,1280,40,100000,3,2,1998-12-01,RC
7421,43,200,34,238000,18,6,2017-10-01,RC
7422,19,760,56,144000,6,2,1992-12-01,RC
7423,22,120,24,88000,9,4,1968-05-01,RC
7424,44,280,59,127000,8,3,1996-11-01,RC
7425,29,320,23,102000,14,7,2006-09-01,RC
7426,6,600,38,146000,4,3,1997-10-01,RC
7427,74,80,25,47000,4,4,1988-04-01,RC
7428,35,600,39,129000,10,6,2011-05-01,鉄骨
7429,20,760,36,152000,3,3,2005-01-01,RC
7430,60,1040,80,156000,14,4,1998-11-01,RC
7431,46,720,28,107000,5,1,2020-03-01,RC
7432,9,600,43,105000,13,7,2008-02-01,RC
7433,10,960,15,72000,5,2,1991-04-01,RC
7434,66,1040,15,80000,11,3,1990-09-01,RC
7435,100,800,34,78000,3,1,1983-12-01,RC
7436,43,320,10,59000,3,3,1980-09-01,RC
7437,60,480,32,74000,8,4,1996-02-01,RC
7438,60,560,24,188000,5,4,2020-01-01,RC
7439,52,520,11,37500,5,3,1988-02-01,RC
7440,21,680,30,80000,6,3,1977-04-01,RC
7441,96,760,25,90000,4,3,2013-03-01,鉄骨
7442,72,440,59,122000,8,3,1991-01-01,RC
7443,60,960,44,116000,7,6,1980-02-01,RC
7444,59,360,27,57000,3,2,1983-01-01,鉄骨
7445,10,1080,33,89000,4,3,1989-11-01,RC
7446,12,400,21,62000,2,1,1996-01-01,鉄骨
7447,52,1040,24,52000,4,1,1997-10-01,鉄骨
7448,46,280,24,77000,3,2,1989-04-01,RC
7449,6,520,28,114000,7,3,1977-12-01,RC
7450,96,520,39,113000,4,4,1967-06-01,RC
7451,90,240,24,106000,11,6,2015-01-01,RC
7452,83,760,18,77000,3,2,1993-07-01,鉄骨
7453,30,400,29,67000,6,3,1988-07-01,RC
7454,14,480,25,136000,5,3,2020-02-01,RC
7455,44,560,29,88000,7,6,1998-09-01,RC
7456,22,520,73,324000,6,3,2019-07-01,RC
7457,46,760,21,100000,12,4,2007-03-01,RC
7458,6,800,105,429000,18,9,1999-05-01,RC
7459,59,760,16,63000,3,3,1993-11-01,鉄骨
7460,46,280,51,117000,10,7,1989-03-01,RC
7461,83,480,27,99000,12,8,2018-12-01,RC
7462,35,920,25,89600,8,6,2009-04-01,RC
7463,12,600,30,84000,12,2,2003-02-01,RC
7464,22,560,19,101000,7,6,2000-07-01,RC
7465,36,400,31,87000,10,3,2002-08-01,RC
7466,50,480,39,94000,7,5,1969-10-01,RC
7467,96,320,18,58000,2,1,1986-12-01,RC
7468,96,400,16,83000,9,4,1995-09-01,RC
7469,44,360,18,95500,3,1,2014-04-01,RC
7470,19,360,42,100000,2,2,1987-10-01,RC
7471,10,720,30,110000,12,5,2007-02-01,RC
7472,2,880,45,88000,4,4,1976-10-01,鉄骨
7473,10,360,45,119000,6,3,1991-08-01,鉄骨
7474,37,360,89,652000,41,22,2013-02-01,RC
7475,90,1160,70,151000,14,10,2006-11-01,RC
7476,1,680,12,97000,14,6,2000-12-01,鉄骨
7477,12,600,26,96000,12,10,2004-01-01,RC
7478,99,320,26,85000,5,3,2003-07-01,RC
7479,46,1160,25,62000,3,3,1992-12-01,鉄骨
7480,44,640,17,65000,3,1,1997-04-01,RC
7481,32,840,18,77000,7,5,2005-03-01,鉄骨
7482,9,1200,37,132000,10,5,2001-08-01,RC
7483,38,520,25,107000,15,8,2006-11-01,RC
7484,6,280,51,205000,18,10,2007-11-01,RC
7485,95,280,22,80000,8,5,2007-10-01,RC
7486,72,880,21,59000,3,1,1988-02-01,鉄骨
7487,21,800,19,53000,10,4,1991-07-01,RC
7488,2,840,42,113000,26,2,2003-07-01,RC
7489,95,920,29,80000,3,3,2006-06-01,鉄骨
7490,32,480,11,78000,4,3,2015-04-01,鉄骨
7491,95,1280,30,90000,5,1,1993-12-01,鉄骨
7492,59,1160,42,110000,6,6,1996-02-01,RC
7493,67,240,36,83000,7,3,2002-07-01,RC
7494,46,480,22,99000,3,2,1991-04-01,鉄骨
7495,83,400,35,72000,5,4,1976-11-01,RC
7496,44,1080,13,50000,4,1,1987-04-01,RC
7497,52,1520,30,64000,4,2,2003-02-01,RC
7498,35,440,33,151500,11,5,2018-02-01,RC
7499,40,480,43,93000,8,5,1983-04-01,RC
7500,85,720,41,118500,3,2,2019-02-01,鉄骨
7501,46,120,56,128000,10,9,1978-08-01,RC
7502,99,440,21,67000,10,6,1991-03-01,RC
7503,46,680,31,102000,5,3,1974-11-01,RC
7504,66,480,12,93000,12,3,2008-03-01,RC
7505,20,240,51,249000,14,12,2005-03-01,RC
7506,10,680,15,73000,3,2,1996-01-01,鉄骨
7507,6,920,102,330000,6,4,2004-02-01,RC
7508,29,800,14,90000,12,4,2001-10-01,RC
7509,16,440,34,99000,6,1,2006-01-01,RC
7510,85,440,27,76000,10,2,2004-10-01,RC
7511,96,600,30,95000,8,3,1985-02-01,RC
7512,43,720,47,148000,3,3,1993-02-01,RC
7513,72,1120,23,64000,3,2,1987-02-01,鉄骨
7514,21,560,37,118000,5,5,1982-01-01,鉄骨
7515,23,720,9,88600,13,8,2004-12-01,RC
7516,72,1120,12,52000,5,1,1992-03-01,RC
7517,38,680,19,83000,5,1,2007-02-01,RC
7518,29,680,82,371000,7,6,2003-06-01,RC
7519,46,600,31,90000,15,8,2012-08-01,RC
7520,98,840,28,85000,2,1,2010-01-01,鉄骨
7521,7,480,27,143000,12,6,2005-01-01,RC
7522,52,320,29,58000,4,1,1999-02-01,RC
7523,28,400,56,92000,6,2,1988-02-01,RC
7524,35,840,25,118000,7,3,2020-04-01,RC
7525,95,1080,27,69000,4,2,1988-09-01,鉄骨
7526,19,1320,37,130000,3,3,2013-12-01,鉄骨
7527,85,400,28,85000,11,7,2011-06-01,RC
7528,18,1040,50,287000,48,37,2006-09-01,RC
7529,59,1440,38,94000,3,3,2018-04-01,鉄骨
7530,35,520,110,215000,13,13,2005-09-01,RC
7531,20,640,67,314000,13,5,1994-09-01,RC
7532,91,160,66,153000,3,3,1999-11-01,RC
7533,46,920,21,61000,2,2,1982-12-01,鉄骨
7534,40,600,26,77000,10,9,1992-06-01,RC
7535,6,760,30,133000,14,4,2008-03-01,RC
7536,90,751,41,171000,13,9,2015-05-01,RC
7537,12,1080,16,86000,3,3,2004-06-01,RC
7538,28,520,45,94000,5,4,1999-03-01,RC
7539,59,1200,25,49000,4,3,1989-12-01,鉄骨
7540,59,1320,26,84000,4,1,1987-01-01,鉄骨
7541,5,320,41,202000,5,4,2013-03-01,RC
7542,44,200,14,56000,5,2,1991-05-01,RC
7543,10,720,12,67000,4,4,2014-07-01,鉄骨
7544,50,440,23,107000,8,7,2008-09-01,RC
7545,22,480,21,86000,3,3,1985-12-01,RC
7546,44,280,20,78000,7,7,1995-08-01,RC
7547,36,440,20,103500,11,2,1979-06-01,RC
7548,59,840,25,81500,14,12,2007-09-01,RC
7549,52,1000,54,47000,3,3,1990-04-01,RC
7550,14,280,38,171000,12,1,1997-06-01,RC
7551,44,1360,35,101000,4,2,1994-05-01,RC
7552,18,440,24,152500,11,5,2018-11-01,RC
7553,60,440,21,87000,10,8,2010-12-01,RC
7554,18,1080,14,150000,18,13,1991-10-01,RC
7555,48,1080,40,135000,9,4,1980-02-01,RC
7556,60,240,50,129000,5,3,1989-10-01,RC
7557,28,680,32,86500,9,4,2013-03-01,RC
7558,20,800,42,220000,5,5,2013-01-01,RC
7559,23,600,59,186000,33,5,2006-11-01,RC
7560,18,680,83,275000,49,5,2006-11-01,RC
7561,18,720,51,140000,12,4,2006-01-01,RC
7562,44,1000,30,90000,3,3,2005-10-01,鉄骨
7563,85,240,26,123000,10,4,1997-04-01,RC
7564,21,760,22,84000,8,2,2011-11-01,RC
7565,20,360,28,148000,12,11,1998-01-01,RC
7566,38,720,19,86000,14,6,2002-06-01,RC
7567,20,1040,32,86000,4,4,1973-10-01,RC
7568,72,560,22,90500,13,12,2010-04-01,RC
7569,99,120,27,67000,8,1,1982-09-01,RC
7570,35,800,26,88500,11,5,2007-05-01,RC
7571,19,2800,20,82000,8,2,2004-11-01,RC
7572,5,1240,19,95500,11,6,2017-02-01,RC
7573,32,920,21,92000,3,2,2012-06-01,鉄骨
7574,30,960,25,46000,3,3,1978-11-01,鉄骨
7575,10,760,36,106000,7,7,1991-04-01,RC
7576,38,1280,35,134000,12,4,2009-07-01,RC
7577,21,840,54,161000,12,1,2011-05-01,RC
7578,17,80,55,270000,14,14,2006-10-01,RC
7579,20,80,15,108000,9,9,1997-08-01,RC
7580,83,320,19,61000,4,3,1984-05-01,RC
7581,18,1200,36,83000,9,4,2005-11-01,RC
7582,20,520,29,161000,8,3,1970-01-01,RC
7583,30,280,24,83000,3,3,2003-05-01,鉄骨
7584,12,440,22,91000,3,3,2005-04-01,鉄骨
7585,2,400,33,114000,5,4,1986-08-01,鉄骨
7586,100,1640,8,65500,4,1,2017-08-01,RC
7587,100,1520,20,80000,7,2,2012-05-01,鉄骨
7588,20,920,16,100200,7,6,2000-05-01,RC
7589,59,640,17,64000,3,2,1972-05-01,鉄骨
7590,28,720,46,133000,13,3,2013-05-01,RC
7591,21,240,28,83000,12,3,1978-02-01,RC
7592,1,720,18,74000,5,2,1981-01-01,RC
7593,96,240,31,130000,7,6,1990-08-01,RC
7594,44,1040,52,162000,4,4,1989-02-01,RC
7595,18,680,54,365000,48,4,2007-01-01,RC
7596,48,680,15,81000,6,2,2005-12-01,鉄骨
7597,29,760,18,65000,5,2,1982-11-01,RC
7598,21,1680,13,78000,2,2,2003-06-01,鉄骨
7599,85,240,23,81000,4,1,2007-05-01,鉄骨
7600,44,520,12,77000,5,3,2002-06-01,鉄骨
7601,9,600,38,138000,13,2,2007-10-01,RC
7602,99,280,28,55000,4,3,1971-07-01,RC
7603,45,840,19,59000,5,5,1985-01-01,RC
7604,30,1320,47,96800,3,2,1996-02-01,RC
7605,99,680,21,105000,5,1,2018-05-01,RC
7606,22,640,14,57000,3,2,1989-03-01,RC
7607,16,438,34,91000,11,11,2006-03-01,RC
7608,18,760,32,85000,9,5,2002-10-01,RC
7609,32,440,17,78000,14,6,2007-08-01,RC
7610,52,1120,17,59000,4,4,2010-03-01,鉄骨
7611,74,1480,48,96000,3,1,1995-02-01,RC
7612,28,560,14,78000,3,1,2000-07-01,鉄骨
7613,13,240,49,207000,15,9,2016-04-01,RC
7614,74,1120,64,98000,7,2,1971-12-01,RC
7615,10,40,27,74000,5,5,2009-11-01,鉄骨
7616,52,720,20,39000,5,1,1991-08-01,RC
7617,72,600,35,88500,12,2,2009-11-01,RC
7618,22,1160,39,68000,7,2,1969-06-01,RC
7619,30,1360,68,113000,3,2,2003-11-01,RC
7620,6,1000,15,78000,9,5,1976-12-01,RC
7621,90,480,41,137000,5,4,1959-12-01,RC
7622,50,400,12,50000,4,1,1985-12-01,RC
7623,16,240,54,103000,6,3,1981-05-01,RC
7624,72,880,14,73000,2,1,1981-12-01,鉄骨
7625,44,2040,55,117000,5,3,1969-04-01,RC
7626,74,680,28,74000,4,3,1998-02-01,RC
7627,74,1120,24,43000,4,2,1986-04-01,鉄骨
7628,46,680,19,62000,4,4,1987-08-01,鉄骨
7629,59,1000,29,79000,3,3,2003-07-01,RC
7630,23,640,66,184000,13,3,2005-02-01,RC
7631,99,200,25,72000,3,2,1994-03-01,RC
7632,1,320,16,124000,10,8,2014-06-01,RC
7633,72,960,48,141000,6,5,2001-05-01,RC
7634,20,560,42,240000,5,2,1989-06-01,RC
7635,83,360,70,191000,10,8,1989-02-01,RC
7636,59,1320,16,54300,3,3,1982-02-01,RC
7637,90,320,18,93500,8,5,2006-12-01,RC
7638,28,760,19,75000,7,6,2007-02-01,RC
7639,90,400,17,75000,10,4,1993-05-01,RC
7640,50,960,21,95000,2,1,1989-01-01,RC
7641,91,200,70,140000,3,3,2017-05-01,RC
7642,52,960,50,83000,4,3,1987-07-01,RC
7643,32,640,27,88000,5,3,1986-02-01,RC
7644,67,160,6,68000,4,4,1992-03-01,RC
7645,16,280,43,75000,6,3,1994-08-01,RC
7646,32,40,31,57000,3,2,1980-10-01,鉄骨
7647,9,240,19,89000,9,6,2005-03-01,RC
7648,30,800,99,190000,8,8,2004-10-01,RC
7649,90,80,40,144000,11,4,2007-10-01,RC
7650,32,1200,73,101000,3,3,2011-01-01,RC
7651,2,960,18,65000,3,3,1986-03-01,RC
7652,91,440,29,99000,10,6,2002-10-01,鉄骨
7653,19,360,66,152000,4,1,1997-05-01,RC
7654,32,640,24,71000,5,5,1999-05-01,RC
7655,12,1040,36,121000,5,5,1987-05-01,RC
7656,9,320,19,71000,10,8,1980-10-01,鉄骨
7657,19,240,29,125000,3,2,2012-12-01,鉄骨
7658,19,920,34,143000,12,12,2007-06-01,RC
7659,46,680,50,115000,12,3,2007-02-01,RC
7660,30,400,18,51000,3,3,1992-01-01,鉄骨
7661,40,640,21,56000,4,3,1974-01-01,RC
7662,40,680,22,91000,7,2,2006-09-01,RC
7663,69,880,21,55000,3,1,1979-09-01,鉄骨
7664,18,1280,47,139000,13,11,1991-10-01,RC
7665,21,400,8,72000,6,3,1987-12-01,RC
7666,38,1200,39,148000,12,11,2010-11-01,RC
7667,21,440,22,65000,6,6,1989-01-01,RC
7668,48,1000,32,115000,11,6,2005-07-01,RC
7669,21,160,22,94000,9,9,2006-04-01,RC
7670,12,840,19,72000,13,12,1985-04-01,RC
7671,21,1520,16,62000,4,3,1992-04-01,RC
7672,7,680,90,336000,12,7,2006-05-01,RC
7673,9,640,28,89000,13,13,2004-11-01,RC
7674,18,640,25,101000,10,10,2004-06-01,RC
7675,18,480,29,150000,11,8,2018-12-01,RC
7676,85,240,24,101500,14,12,2017-11-01,RC
7677,85,1120,67,130000,14,6,2002-03-01,RC
7678,2,800,28,70000,5,1,1989-04-01,RC
7679,85,560,19,122000,14,11,2011-12-01,RC
7680,35,800,18,82000,7,4,2014-04-01,鉄骨
7681,15,640,44,236000,16,3,2005-04-01,RC
7682,32,480,22,76000,10,2,2003-11-01,RC
7683,69,903,49,115000,5,5,2015-02-01,RC
7684,29,680,64,159000,7,2,1994-04-01,RC
7685,17,320,18,76000,8,8,1979-08-01,RC
7686,9,560,19,83500,11,9,2001-10-01,RC
7687,96,880,25,82000,5,4,1980-05-01,RC
7688,2,840,47,153000,12,5,2004-05-01,RC
7689,16,680,15,66000,4,4,1985-05-01,RC
7690,74,560,43,60000,3,1,2005-03-01,RC
7691,23,520,39,114000,8,3,2019-07-01,RC
7692,21,640,55,149000,15,6,2008-01-01,RC
7693,83,800,55,199000,22,4,2009-01-01,RC
7694,9,640,18,125000,15,9,2006-01-01,RC
7695,59,720,38,89000,3,1,1985-10-01,RC
7696,19,800,88,209000,4,3,1998-02-01,鉄骨
7697,35,480,26,124000,28,3,2009-05-01,RC
7698,6,800,196,498000,3,1,1989-12-01,RC
7699,99,560,25,70000,10,2,1991-04-01,RC
7700,60,1160,31,119000,7,3,2008-04-01,RC
7701,16,1560,23,100000,3,2,2001-06-01,RC
7702,59,1040,58,89000,3,1,1997-01-01,鉄骨
7703,12,360,45,130000,10,3,1973-03-01,RC
7704,21,520,18,91500,15,3,2007-12-01,RC
7705,29,960,41,96000,3,3,1995-03-01,RC
7706,37,600,41,141000,10,1,2004-05-01,RC
7707,83,160,54,164000,8,4,2016-06-01,RC
7708,30,200,27,76000,10,7,2003-02-01,RC
7709,28,800,11,79000,4,1,2018-05-01,RC
7710,46,720,41,114000,8,7,2008-04-01,RC
7711,69,920,57,76000,4,1,1987-09-01,RC
7712,12,560,26,96000,12,7,2005-05-01,RC
7713,19,1080,13,82000,3,3,1988-12-01,RC
7714,95,400,26,57000,3,3,1988-02-01,鉄骨
7715,21,2000,18,60000,3,3,1990-08-01,鉄骨
7716,16,1160,34,89500,3,1,2017-12-01,鉄骨
7717,21,520,14,56000,5,1,1994-04-01,RC
7718,1,480,32,80000,3,2,1989-09-01,鉄骨
7719,59,1720,16,42000,7,3,1990-12-01,RC
7720,90,360,46,146000,12,8,2005-07-01,RC
7721,44,360,43,93000,5,2,1980-08-01,RC
7722,60,440,41,115000,14,6,2018-02-01,RC
7723,2,1000,16,80000,5,3,1990-07-01,鉄骨
7724,5,640,14,109000,12,7,2006-01-01,RC
7725,46,800,41,104000,4,4,2015-04-01,RC
7726,19,640,50,178000,3,2,2017-09-01,鉄骨
7727,2,920,16,109000,13,8,2009-04-01,RC
7728,40,760,60,90000,4,3,1979-02-01,RC
7729,22,480,71,135600,3,3,2000-01-01,RC
7730,19,920,32,147000,4,4,1990-03-01,鉄骨
7731,50,1320,55,93000,4,3,1976-01-01,RC
7732,17,840,15,84000,8,7,2001-03-01,RC
7733,6,480,105,614000,34,3,2003-04-01,その他
7734,22,480,28,86000,3,2,2001-02-01,RC
7735,21,1080,37,120000,3,1,2019-09-01,鉄骨
7736,95,480,43,78000,8,2,2007-09-01,RC
7737,50,560,37,165000,4,3,2010-12-01,RC
7738,72,760,29,79000,6,2,1992-08-01,RC
7739,45,360,39,89000,3,3,1987-06-01,RC
7740,74,440,21,73000,3,3,1976-02-01,RC
7741,18,1320,24,81000,9,4,2006-02-01,RC
7742,69,600,27,50000,3,3,1996-07-01,鉄骨
7743,46,520,23,87000,10,6,2001-12-01,RC
7744,19,880,24,72000,3,1,1990-01-01,鉄骨
7745,99,400,34,90000,4,4,1970-05-01,RC
7746,90,40,30,100000,11,7,2007-12-01,RC
7747,48,760,21,85000,4,4,1999-03-01,RC
7748,60,600,18,97000,12,3,2005-08-01,RC
7749,28,600,31,119000,10,10,1998-02-01,鉄骨
7750,16,800,27,75000,10,4,1998-04-01,鉄骨
7751,96,400,32,84000,3,2,1990-01-01,RC
7752,90,80,44,140000,10,3,2007-11-01,RC
7753,2,160,13,57000,4,4,2001-10-01,鉄骨
7754,90,280,25,102000,8,6,2012-10-01,RC
7755,74,1280,52,125000,5,1,1991-04-01,RC
7756,17,560,20,86000,9,6,2004-02-01,RC
7757,10,960,25,79000,3,2,1998-03-01,鉄骨
7758,46,400,56,205000,8,6,2014-11-01,RC
7759,36,760,24,102000,14,7,2005-05-01,RC
7760,46,160,40,115000,10,9,1999-03-01,RC
7761,32,80,37,54200,5,4,1969-05-01,RC
7762,29,600,47,273000,27,10,2008-02-01,RC
7763,100,560,21,85500,11,9,2011-09-01,RC
7764,38,1080,24,93000,3,2,1988-01-01,鉄骨
7765,99,720,22,65000,3,3,1990-03-01,鉄骨
7766,20,640,102,415000,9,5,1999-03-01,RC
7767,9,880,12,78000,7,4,1969-10-01,RC
7768,72,760,24,69000,3,3,1991-11-01,その他
7769,23,120,41,143000,11,5,2007-01-01,RC
7770,50,760,29,87000,3,3,1979-09-01,RC
7771,1,520,62,308000,21,16,2002-05-01,RC
7772,74,1400,26,48000,3,2,1991-01-01,RC
7773,96,760,10,58000,4,4,1990-04-01,鉄骨
7774,2,760,17,74000,10,7,1991-11-01,RC
7775,98,320,31,117000,9,8,2014-07-01,RC
7776,2,1000,21,88000,6,4,1994-04-01,RC
7777,12,240,24,69000,5,5,1983-11-01,RC
7778,2,560,12,90000,12,8,2012-02-01,RC
7779,19,800,30,80000,3,3,1990-05-01,鉄骨
7780,99,960,10,76000,7,4,1984-10-01,RC
7781,18,320,27,104000,9,2,2004-11-01,RC
7782,5,1160,78,351000,42,38,2005-12-01,RC
7783,20,360,41,282000,8,6,2015-12-01,RC
7784,30,240,16,67000,4,3,2001-03-01,鉄骨
7785,85,920,17,100000,8,5,2017-08-01,RC
7786,1,920,34,143000,15,7,2003-07-01,RC
7787,85,400,20,87900,14,4,2008-05-01,RC
7788,100,480,24,93000,6,4,2008-01-01,鉄骨
7789,65,640,25,77000,3,1,1990-11-01,RC
7790,60,840,35,81000,5,1,1972-03-01,鉄骨
7791,13,1240,18,76000,3,2,1992-11-01,鉄骨
7792,32,720,117,150000,5,5,1999-01-01,RC
7793,18,320,21,67000,6,2,1975-10-01,RC
7794,7,680,22,137500,12,8,2002-06-01,RC
7795,6,560,24,236000,14,13,2020-09-01,RC
7796,44,160,25,105000,13,5,2005-04-01,RC
7797,28,800,22,95000,9,3,2010-01-01,RC
7798,18,840,22,140000,14,13,2004-08-01,RC
7799,30,320,47,124000,10,8,2003-01-01,RC
7800,52,520,38,54000,7,3,1981-07-01,鉄骨
7801,40,520,44,101000,8,4,1975-01-01,RC
7802,32,720,31,86000,13,6,2018-09-01,RC
7803,85,280,32,91000,12,12,2005-09-01,RC
7804,2,160,52,246000,32,14,2006-09-01,RC
7805,91,600,22,80000,3,3,2004-06-01,RC
7806,85,1360,85,145000,11,9,1993-11-01,RC
7807,13,360,24,84000,10,8,1983-08-01,RC
7808,21,1600,12,73000,4,4,2011-04-01,RC
7809,85,1160,103,128500,3,3,2015-09-01,鉄骨
7810,99,200,38,95000,5,5,1976-06-01,RC
7811,95,1240,10,62000,4,4,2014-05-01,鉄骨
7812,48,800,44,225000,17,5,2006-08-01,RC
7813,29,160,59,126000,8,2,2003-04-01,RC
7814,60,480,13,78000,3,3,1980-02-01,RC
7815,37,720,44,192000,13,12,2006-03-01,RC
7816,59,320,18,61000,4,3,2000-11-01,鉄骨
7817,67,480,32,88000,4,4,2004-01-01,RC
7818,13,680,31,91500,14,7,2011-05-01,RC
7819,1,1080,10,59000,5,2,1985-02-01,RC
7820,9,240,32,155000,9,9,2006-07-01,RC
7821,29,1120,62,187000,14,9,2000-02-01,RC
7822,29,1120,22,91500,8,5,2006-04-01,RC
7823,6,1000,66,209000,3,1,1990-07-01,RC
7824,6,720,42,142000,12,2,2010-11-01,RC
7825,7,640,22,121000,10,6,2013-02-01,RC
7826,35,680,32,90000,14,3,2008-03-01,RC
7827,69,1320,36,85000,3,1,2009-06-01,鉄骨
7828,19,800,23,82000,3,2,2002-12-01,鉄骨
7829,99,720,55,163000,12,10,2013-06-01,RC
7830,37,840,28,91000,13,3,2003-05-01,RC
7831,2,640,21,71000,12,6,1975-02-01,RC
7832,22,360,25,61000,3,3,1980-08-01,RC
7833,59,840,30,97000,3,3,2016-02-01,鉄骨
7834,6,640,24,104000,15,8,2005-01-01,RC
7835,69,560,57,80000,3,3,1984-08-01,鉄骨
7836,59,720,46,143000,7,3,1993-03-01,鉄骨
7837,62,720,11,73000,2,1,1982-07-01,RC
7838,10,600,25,105500,6,5,2017-09-01,RC
7839,6,440,94,379000,12,10,2003-06-01,RC
7840,9,440,23,79000,12,9,2001-08-01,RC
7841,20,760,14,203000,7,4,2001-02-01,RC
7842,19,840,27,150000,3,3,2009-07-01,鉄骨
7843,16,520,36,67000,5,4,1988-12-01,RC
7844,85,1400,25,69000,7,2,1984-03-01,RC
7845,99,400,98,165000,7,4,1991-08-01,RC
7846,6,560,24,100000,6,5,2001-09-01,RC
7847,30,760,64,93000,2,1,1994-04-01,鉄骨
7848,19,1160,25,78000,2,1,2007-12-01,その他
7849,83,480,36,132000,13,12,2004-09-01,RC
7850,35,880,25,99000,14,10,2008-02-01,RC
7851,29,240,22,96000,11,6,2003-12-01,RC
7852,29,1120,86,304000,30,23,2006-12-01,RC
7853,90,680,37,111500,13,12,2018-08-01,RC
7854,52,400,77,72000,3,3,1993-05-01,RC
7855,10,800,27,83000,5,2,1980-11-01,RC
7856,18,640,24,104000,12,2,2006-08-01,RC
7857,16,240,40,142000,10,9,2001-08-01,RC
7858,60,400,26,93000,3,2,1994-02-01,RC
7859,20,1080,20,74000,3,2,1993-01-01,RC
7860,65,600,30,105000,7,2,2003-11-01,RC
7861,52,1080,29,62000,5,4,1995-01-01,RC
7862,60,120,30,112000,10,5,1995-12-01,鉄骨
7863,18,960,72,211000,33,20,2010-09-01,RC
7864,96,680,16,60000,3,2,1991-04-01,RC
7865,22,200,35,125000,3,3,2019-05-01,鉄骨
7866,2,440,27,145000,8,3,2019-02-01,RC
7867,46,480,42,110000,4,4,2018-09-01,RC
7868,45,1120,17,82000,3,1,2010-04-01,RC
7869,99,440,53,132000,5,5,1976-09-01,RC
7870,5,400,65,319000,26,18,2018-11-01,RC
7871,48,520,22,140000,13,6,2019-03-01,RC
7872,83,640,29,76000,8,1,2000-06-01,RC
7873,62,120,51,287000,10,6,2020-06-01,RC
7874,30,1000,35,69000,2,2,1983-04-01,鉄骨
7875,23,1000,33,144000,15,2,2017-01-01,RC
7876,83,480,13,61000,6,4,1988-05-01,RC
7877,23,760,32,188000,15,8,2006-04-01,RC
7878,30,200,12,84000,9,3,2001-12-01,RC
7879,14,200,121,275000,30,25,2001-05-01,RC
7880,30,200,40,82000,12,2,2004-09-01,RC
7881,17,560,39,206000,25,14,2011-05-01,鉄骨
7882,96,1200,25,78000,8,3,1999-06-01,RC
7883,35,560,51,173000,14,11,2007-12-01,RC
7884,100,1440,21,84000,3,3,2015-08-01,鉄骨
7885,96,480,16,83000,7,2,2003-11-01,RC
7886,54,480,20,96000,8,5,2002-08-01,鉄骨
